UDI,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,Mechanical_Power,Temp_Diff,Tool_Stress
9894,Product_6,M,298.9,309.6,1284,55.3,166,0,0,0,0,0,0,71005.2,10.7,9179.8
211,Product_2,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,54980.3,10.3,4548.6
3425,Product_3,L,301.5,310.5,1593,32.9,155,0,0,0,0,0,0,52409.7,9,5099.5
9020,Product_8,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,52020.6,10.9,0
7410,Product_4,L,299.8,310.9,2084,17.6,175,0,0,0,0,0,0,36678.4,11.1,3080
9905,Product_2,L,298.6,309.1,1537,35.7,198,0,0,0,0,0,0,54870.9,10.5,7068.6
5483,Product_7,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,47757.6,9.5,5306.4
5813,Product_3,L,301.4,311.1,1495,36.3,193,0,0,0,0,0,0,54268.5,9.7,7005.9
2405,Product_4,M,299.1,308.7,2008,20.3,178,0,0,0,0,0,0,40762.4,9.6,3613.4
410,Product_6,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,60256.7,11.2,8094.8
680,Product_8,L,297.8,309.2,1372,47.3,15,0,0,0,0,0,0,64895.6,11.4,709.5
9395,Product_6,L,297.7,308.2,1334,53,156,0,0,0,0,0,0,70702,10.5,8268
2986,Product_3,L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0,50274,9.1,3874.5
2162,Product_6,L,299.4,309.1,1464,40.5,215,0,0,0,0,0,0,59292,9.7,8707.5
8506,Product_5,L,298.4,309.7,1530,38.6,161,0,0,0,0,0,0,59058,11.3,6214.6
1128,Product_2,M,296.7,307.8,1672,32.4,113,0,0,0,0,0,0,54172.8,11.1,3661.2
5468,Product_9,L,302.9,312.4,1383,51.4,160,0,0,0,0,0,0,71086.2,9.5,8224
6602,Product_1,M,301.5,310.7,1347,47.9,29,0,0,0,0,0,0,64521.3,9.2,1389.1
4313,Product_1,L,301.5,310.1,1430,46.5,35,0,0,0,0,0,0,66495,8.6,1627.5
780,Product_8,L,296.8,308,1666,29.8,41,0,0,0,0,0,0,49646.8,11.2,1221.8
9855,Product_8,H,298.6,309.4,1362,45.3,56,0,0,0,0,0,0,61698.6,10.8,2536.8
2219,Product_2,L,299.7,309.1,1713,33.5,141,0,0,0,0,0,0,57385.5,9.4,4723.5
1906,Product_2,L,297.9,307.6,1687,29.1,176,0,0,0,0,0,0,49091.7,9.7,5121.6
8085,Product_5,L,300.2,311.4,1483,44.4,141,0,0,0,0,0,0,65845.2,11.2,6260.4
5979,Product_9,L,300.5,310.6,1448,46.3,173,0,0,0,0,0,0,67042.4,10.1,8009.9
4838,Product_7,H,303.3,311.8,1806,27.7,44,0,0,0,0,0,0,50026.2,8.5,1218.8
4696,Product_3,L,303.3,311.6,1514,34.7,130,0,0,0,0,0,0,52535.8,8.3,4511
6307,Product_3,L,301,310.4,1563,34.4,124,0,0,0,0,0,0,53767.2,9.4,4265.6
2384,Product_2,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0,52214.4,9.1,4095.9
460,Product_8,L,297.4,308.6,1476,42.3,107,0,0,0,0,0,0,62434.8,11.2,4526.1
1252,Product_6,M,297.4,308.8,1359,48.7,220,0,0,0,0,0,0,66183.3,11.4,10714
157,Product_6,M,298.4,308.1,1495,46,203,0,0,0,0,0,0,68770,9.7,9338
844,Product_6,L,296.6,307.5,1485,42.7,204,0,0,0,0,0,0,63409.5,10.9,8710.8
1032,Product_8,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,55918.9,11.1,2093.8
1812,Product_2,M,298.1,307.8,1569,31.2,131,0,0,0,0,0,0,48952.8,9.7,4087.2
2034,Product_8,H,298.8,308.5,1359,47.6,85,0,0,0,0,0,0,64688.4,9.7,4046
9441,Product_8,M,298.1,308.8,1378,53.5,65,0,0,0,0,0,0,73723,10.7,3477.5
1300,Product_5,M,298.7,309.9,1458,40.2,137,0,0,0,0,0,0,58611.6,11.2,5507.4
8352,Product_2,M,298.7,309.6,1686,26.2,189,0,0,0,0,0,0,44173.2,10.9,4951.8
9287,Product_8,L,298.2,308.9,1605,32,79,0,0,0,0,0,0,51360,10.7,2528
9714,Product_5,L,299.1,310.2,1496,45,104,0,0,0,0,0,0,67320,11.1,4680
3992,Product_3,L,302.3,311.3,1682,34.4,127,0,0,0,0,0,0,57860.8,9,4368.8
4193,Product_3,M,302.5,311,1463,43.1,181,0,0,0,0,0,0,63055.3,8.5,7801.1
6355,Product_10,L,300.1,309.6,1565,34.8,32,0,0,0,0,0,0,54462,9.5,1113.6
5292,Product_9,L,303.8,313.3,1406,52.1,166,0,0,0,0,0,0,73252.6,9.5,8648.6
941,Product_8,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,70562.7,10.6,1613.7
3456,Product_10,H,301.4,310.3,1611,41.5,11,0,0,0,0,0,0,66856.5,8.9,456.5
7232,Product_5,L,299.8,309.9,1553,36.6,157,0,0,0,0,0,0,56839.8,10.1,5746.2
5203,Product_9,L,303.7,312.7,1335,51.1,161,0,0,0,0,0,0,68218.5,9,8227.1
7028,Product_10,L,300.6,310.6,1508,34.8,62,0,0,0,0,0,0,52478.4,10,2157.6
6402,Product_3,M,300,309.6,1573,39.7,162,0,0,0,0,0,0,62448.1,9.6,6431.4
8534,Product_8,M,298.6,309.4,1465,41.1,30,0,0,0,0,0,0,60211.5,10.8,1233
4144,Product_10,L,301.7,310.1,1500,39.6,56,0,0,0,0,0,0,59400,8.4,2217.6
7815,Product_4,L,300,311.4,1927,24.6,132,0,0,0,0,0,0,47404.2,11.4,3247.2
3863,Product_9,H,302.5,311.5,1496,43.8,218,0,0,0,0,0,0,65524.8,9,9548.4
14,Product_4,M,298.6,309.2,1742,30,37,0,0,0,0,0,0,52260,10.6,1110
2850,Product_3,L,300.4,309.3,1766,28.2,207,0,0,0,0,0,0,49801.2,8.9,5837.4
5908,Product_9,H,300.8,310.4,1419,46.4,200,0,0,0,0,0,0,65841.6,9.6,9280
9451,Product_8,M,298,308.7,1494,42.6,96,0,0,0,0,0,0,63644.4,10.7,4089.6
9080,Product_6,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,65889.6,10.8,6699.2
1915,Product_2,L,298,307.7,1643,32.3,200,0,0,0,0,0,0,53068.9,9.7,6460
3538,Product_7,M,302,311,1980,21.5,20,0,0,0,0,0,0,42570,9,430
8303,Product_8,L,298.7,310.1,1641,31.1,49,0,0,0,0,0,0,51035.1,11.4,1523.9
2766,Product_1,M,299.9,309.4,1399,54.8,3,0,0,0,0,0,0,76665.2,9.5,164.4
1201,Product_6,M,296.9,308,1430,55.9,71,0,0,0,0,0,0,79937,11.1,3968.9
5701,Product_3,L,302.5,311.9,1497,41.6,123,0,0,0,0,0,0,62275.2,9.4,5116.8
7336,Product_6,L,299.9,310.4,1328,49.9,206,0,0,0,0,0,0,66267.2,10.5,10279.4
8646,Product_8,M,297.6,308.6,1492,35.5,88,0,0,0,0,0,0,52966,11,3124
7979,Product_1,L,301.2,312.4,1480,53.5,97,0,0,0,0,0,0,79180,11.2,5189.5
2418,Product_8,L,298.9,308.3,1576,36.6,7,0,0,0,0,0,0,57681.6,9.4,256.2
736,Product_2,L,296.9,308.4,1557,32.4,173,0,0,0,0,0,0,50446.8,11.5,5605.2
3815,Product_1,M,302.1,310.6,1326,59.1,88,1,0,1,0,0,0,78366.6,8.5,5200.8
6344,Product_4,L,300.2,309.8,1827,23,6,0,0,0,0,0,0,42021,9.6,138
6861,Product_4,L,301.1,311.2,1910,20.2,41,0,0,0,0,0,0,38582,10.1,828.2
3107,Product_3,L,299.8,309.1,1485,39.9,207,0,0,0,0,0,0,59251.5,9.3,8259.3
2865,Product_9,H,300.6,309.4,1380,47.6,246,1,1,0,0,0,0,65688,8.8,11709.6
5324,Product_1,M,303.4,312.7,1399,48.4,34,0,0,0,0,0,0,67711.6,9.3,1645.6
2431,Product_8,M,298.9,308.2,1335,47.8,40,0,0,0,0,0,0,63813,9.3,1912
1813,Product_2,L,298.2,307.8,1476,36.8,134,0,0,0,0,0,0,54316.8,9.6,4931.2
9420,Product_4,L,298,308.4,1911,22,13,0,0,0,0,0,0,42042,10.4,286
3793,Product_10,L,302.3,310.9,1459,35,32,0,0,0,0,0,0,51065,8.6,1120
5484,Product_7,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,43800,9.5,4380
8312,Product_1,M,298.8,310,1295,52.7,74,0,0,0,0,0,0,68246.5,11.2,3899.8
4626,Product_9,L,303,311.2,1511,45.7,184,0,0,0,0,0,0,69052.7,8.2,8408.8
9226,Product_4,L,298,309.1,1820,23.6,120,0,0,0,0,0,0,42952,11.1,2832
7816,Product_5,M,299.9,311.3,1703,28.4,134,0,0,0,0,0,0,48365.2,11.4,3805.6
7973,Product_1,L,301.1,312.2,1397,54.9,81,0,0,0,0,0,0,76695.3,11.1,4446.9
5680,Product_1,M,302.2,311.7,1466,49,66,0,0,0,0,0,0,71834,9.5,3234
6262,Product_1,L,301.1,310.6,1417,47.6,10,0,0,0,0,0,0,67449.2,9.5,476
3604,Product_3,L,301.7,310.7,1542,40,188,0,0,0,0,0,0,61680,9,7520
3033,Product_1,M,300.6,309.8,1447,42.9,12,0,0,0,0,0,0,62076.3,9.2,514.8
5583,Product_7,L,302.5,312,2052,18.9,40,0,0,0,0,0,0,38782.8,9.5,756
2119,Product_8,H,299.3,308.9,1429,43,96,0,0,0,0,0,0,61447,9.6,4128
3532,Product_10,M,301.9,310.9,1641,33.2,3,0,0,0,0,0,0,54481.2,9,99.6
1637,Product_2,L,297.9,307.8,1505,37.3,100,0,0,0,0,0,0,56136.5,9.9,3730
6457,Product_1,L,300.7,310.2,1387,50.6,83,0,0,0,0,0,0,70182.2,9.5,4199.8
8250,Product_5,L,299,310.4,1524,39.8,120,0,0,0,0,0,0,60655.2,11.4,4776
7500,Product_5,L,300.3,311.8,1746,26.3,187,0,0,0,0,0,0,45919.8,11.5,4918.1
5219,Product_3,L,303.8,312.9,1589,37.2,203,0,0,0,0,0,0,59110.8,9.1,7551.6
1686,Product_4,L,297.9,307.3,1824,26.3,5,0,0,0,0,0,0,47971.2,9.4,131.5
7219,Product_6,H,299.9,309.8,1400,48.7,119,0,0,0,0,0,0,68180,9.9,5795.3
8845,Product_2,H,297.4,308.9,1645,30.8,196,0,0,0,0,0,0,50666,11.5,6036.8
5357,Product_7,H,303.3,312.6,1692,29,125,0,0,0,0,0,0,49068,9.3,3625
7224,Product_6,L,299.8,309.6,1374,51.6,137,0,0,0,0,0,0,70898.4,9.8,7069.2
4588,Product_10,M,302.8,311,1507,33.4,82,0,0,0,0,0,0,50333.8,8.2,2738.8
960,Product_2,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,52976,10.7,3027.2
5308,Product_3,L,304,313.3,1530,34.8,211,0,0,0,0,0,0,53244,9.3,7342.8
9348,Product_8,M,298.2,308.7,1426,42.6,23,0,0,0,0,0,0,60747.6,10.5,979.8
8542,Product_4,L,298.5,309.5,1738,25.2,49,0,0,0,0,0,0,43797.6,11,1234.8
8643,Product_8,M,297.5,308.4,1596,36.6,80,0,0,0,0,0,0,58413.6,10.9,2928
3128,Product_4,L,300,309.5,1717,28.3,48,0,0,0,0,0,0,48591.1,9.5,1358.4
7432,Product_1,M,300,311.4,1352,61.8,10,0,0,0,0,0,0,83553.6,11.4,618
1951,Product_8,M,298,307.9,1479,47.6,76,0,0,0,0,0,0,70400.4,9.9,3617.6
5329,Product_10,M,303.7,312.9,1406,41.9,48,0,0,0,0,0,0,58911.4,9.2,2011.2
2198,Product_1,L,299.7,309,1412,49.2,85,0,0,0,0,0,0,69470.4,9.3,4182
2995,Product_9,L,300.5,309.8,1461,52.5,146,0,0,0,0,0,0,76702.5,9.3,7665
6945,Product_10,M,300.7,311.3,1487,39.8,50,0,0,0,0,0,0,59182.6,10.6,1990
5707,Product_9,L,302.4,311.9,1290,70,139,1,0,0,1,0,0,90300,9.5,9730
6885,Product_5,L,300.8,311.2,1492,39,109,0,0,0,0,0,0,58188,10.4,4251
8022,Product_5,M,301,312,1499,34.6,207,0,0,0,0,0,0,51865.4,11,7162.2
8135,Product_5,L,299.7,311.1,1650,32.4,60,0,0,0,0,0,0,53460,11.4,1944
1979,Product_6,L,298,307.7,1442,43.6,148,0,0,0,0,0,0,62871.2,9.7,6452.8
2498,Product_6,M,299.2,308.9,1521,42.3,215,0,0,0,0,0,0,64338.3,9.7,9094.5
144,Product_6,H,298.6,308.4,1407,50.5,164,0,0,0,0,0,0,71053.5,9.8,8282
137,Product_6,H,298.7,308.5,1420,45.7,143,0,0,0,0,0,0,64894,9.8,6535.1
2626,Product_8,L,299.7,309.4,1399,39.9,91,0,0,0,0,0,0,55820.1,9.7,3630.9
1070,Product_4,M,296.9,307.8,1840,24.6,157,0,0,0,0,0,0,45264,10.9,3862.2
8032,Product_10,L,300.7,312,1550,32.4,5,0,0,0,0,0,0,50220,11.3,162
5524,Product_10,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,53035.2,9.4,2992.8
5114,Product_9,L,304.1,313.6,1382,46.7,134,0,0,0,0,0,0,64539.4,9.5,6257.8
1920,Product_8,L,298.2,308,1658,30,3,0,0,0,0,0,0,49740,9.8,90
1434,Product_8,L,298.8,309.8,1363,44,25,0,0,0,0,0,0,59972,11,1100
5376,Product_3,L,302.9,312.3,1530,34.9,185,0,0,0,0,0,0,53397,9.4,6456.5
1528,Product_8,H,298.1,309.1,1425,44.5,49,0,0,0,0,0,0,63412.5,11,2180.5
7541,Product_10,M,300.2,311.3,1587,31.2,73,0,0,0,0,0,0,49514.4,11.1,2277.6
3428,Product_3,L,301.6,310.6,1562,34.4,162,0,0,0,0,0,0,53732.8,9,5572.8
5789,Product_3,L,301.8,311.5,1443,43.3,134,0,0,0,0,0,0,62481.9,9.7,5802.2
9283,Product_8,M,298.2,308.9,1414,44.3,68,0,0,0,0,0,0,62640.2,10.7,3012.4
3649,Product_1,M,302.2,311.5,1443,47,90,0,0,0,0,0,0,67821,9.3,4230
9428,Product_8,L,298.2,308.8,1540,34.8,32,0,0,0,0,0,0,53592,10.6,1113.6
7951,Product_10,L,300.8,311.6,1568,36,23,0,0,0,0,0,0,56448,10.8,828
1897,Product_2,L,297.9,307.5,1574,35.8,153,0,0,0,0,0,0,56349.2,9.6,5477.4
4265,Product_3,M,302.6,311,1542,39.7,141,0,0,0,0,0,0,61217.4,8.4,5597.7
3099,Product_9,M,299.9,309.2,1389,51.2,185,0,0,0,0,0,0,71116.8,9.3,9472
4811,Product_3,M,303.4,312.1,1499,39.4,197,0,0,0,0,0,0,59060.6,8.7,7761.8
8653,Product_2,H,297.3,308.3,1461,41.5,108,0,0,0,0,0,0,60631.5,11,4482
8694,Product_8,M,297.2,308.5,1584,40,4,0,0,0,0,0,0,63360,11.3,160
2609,Product_8,L,299.5,309.3,1409,44.7,46,0,0,0,0,0,0,62982.3,9.8,2056.2
1905,Product_2,M,298,307.6,1569,35.6,173,0,0,0,0,0,0,55856.4,9.6,6158.8
7227,Product_6,L,299.7,309.6,1399,51.3,144,0,0,0,0,0,0,71768.7,9.9,7387.2
4256,Product_9,M,302.5,311,1387,52.1,116,0,0,0,0,0,0,72262.7,8.5,6043.6
9249,Product_2,M,298.3,309.1,1488,40.6,176,0,0,0,0,0,0,60412.8,10.8,7145.6
2779,Product_1,L,300,309.4,1308,50.2,32,0,0,0,0,0,0,65661.6,9.4,1606.4
8621,Product_8,L,297.6,308.5,1475,42.4,24,0,0,0,0,0,0,62540,10.9,1017.6
7554,Product_5,L,300.3,311.3,1505,39.6,107,0,0,0,0,0,0,59598,11,4237.2
3719,Product_1,L,302.4,311.4,1450,44.1,56,0,0,0,0,0,0,63945,9,2469.6
4292,Product_7,L,301.8,310,2032,19,203,0,0,0,0,0,0,38608,8.2,3857
6452,Product_10,L,300.7,310.2,1696,27.5,73,0,0,0,0,0,0,46640,9.5,2007.5
983,Product_2,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,59275.6,10.7,5395.8
4100,Product_9,L,302,310.4,1464,47.2,159,0,0,0,0,0,0,69100.8,8.4,7504.8
4605,Product_7,L,302.9,311,1820,24.6,128,0,0,0,0,0,0,44772,8.1,3148.8
8897,Product_2,L,297.4,308.7,1638,31.9,131,0,0,0,0,0,0,52252.2,11.3,4178.9
7845,Product_5,L,300.1,311.7,1503,42.6,208,0,0,0,0,0,0,64027.8,11.6,8860.8
3460,Product_1,L,301.5,310.4,1270,54.2,26,0,0,0,0,0,0,68834,8.9,1409.2
3834,Product_3,M,302.3,311,1541,36.6,143,0,0,0,0,0,0,56400.6,8.7,5233.8
7491,Product_5,M,300.4,311.8,1707,30,165,0,0,0,0,0,0,51210,11.4,4950
4029,Product_9,L,302,310.9,1455,43.2,220,0,0,0,0,0,0,62856,8.9,9504
678,Product_8,L,297.9,309.2,1478,39.7,10,0,0,0,0,0,0,58676.6,11.3,397
4325,Product_1,L,301.7,310.2,1486,43,66,0,0,0,0,0,0,63898,8.5,2838
57,Product_6,L,298.8,309.1,1477,42.4,158,0,0,0,0,0,0,62624.8,10.3,6699.2
2415,Product_8,L,299.1,308.5,1415,43.4,0,0,0,0,0,0,0,61411,9.4,0
7663,Product_5,M,300.5,311.6,1658,30.4,170,0,0,0,0,0,0,50403.2,11.1,5168
2661,Product_9,L,299.8,309.3,1291,56.4,188,0,0,0,0,0,0,72812.4,9.5,10603.2
1939,Product_8,L,298.1,307.9,1517,40.8,50,0,0,0,0,0,0,61893.6,9.8,2040
3717,Product_10,L,302.3,311.4,1609,32.3,49,0,0,0,0,0,0,51970.7,9.1,1582.7
7731,Product_5,L,300.6,311.9,1472,44.2,126,0,0,0,0,0,0,65062.4,11.3,5569.2
2414,Product_4,L,299,308.5,1886,23,198,0,0,0,0,0,0,43378,9.5,4554
5544,Product_9,L,302.4,311.8,1255,59,138,0,0,0,0,0,0,74045,9.4,8142
811,Product_2,L,296.9,307.7,1550,39.7,124,0,0,0,0,0,0,61535,10.8,4922.8
4934,Product_10,H,303.4,312.2,1554,36.8,85,0,0,0,0,0,0,57187.2,8.8,3128
2989,Product_3,M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0,65110,9.2,5525
4137,Product_1,L,301.7,310.1,1487,48,36,0,0,0,0,0,0,71376,8.4,1728
6565,Product_3,L,301.4,310.6,1557,38.2,157,0,0,0,0,0,0,59477.4,9.2,5997.4
4475,Product_10,L,302.7,310.5,1563,35,8,0,0,0,0,0,0,54705,7.8,280
6890,Product_5,H,300.9,311.4,1387,42.7,121,0,0,0,0,0,0,59224.9,10.5,5166.7
974,Product_2,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,51041.6,10.7,3556.8
7740,Product_5,L,300.5,311.9,1576,31.1,149,0,0,0,0,0,0,49013.6,11.4,4633.9
5418,Product_1,L,302.6,312.4,1386,45.8,38,0,0,0,0,0,0,63478.8,9.8,1740.4
3667,Product_3,M,302.3,311.6,1608,39.9,136,0,0,0,0,0,0,64159.2,9.3,5426.4
7346,Product_1,L,299.6,310.2,1381,60.5,13,0,0,0,0,0,0,83550.5,10.6,786.5
6846,Product_10,M,301.3,311.5,1648,32.4,0,0,0,0,0,0,0,53395.2,10.2,0
7503,Product_5,H,300.3,311.7,1655,29.9,193,0,0,0,0,0,0,49484.5,11.4,5770.7
3713,Product_10,L,302.3,311.5,1543,33.1,39,0,0,0,0,0,0,51073.3,9.2,1290.9
5560,Product_9,M,302.5,312,1451,43.2,189,0,0,0,0,0,0,62683.2,9.5,8164.8
6745,Product_9,M,301.7,311,1298,58.1,168,0,0,0,0,0,0,75413.8,9.3,9760.8
540,Product_4,M,297.4,309.3,1775,25.8,91,0,0,0,0,0,0,45795,11.9,2347.8
8965,Product_8,M,297.2,307.9,1456,44.9,85,0,0,0,0,0,0,65374.4,10.7,3816.5
8958,Product_6,L,297.4,308.1,1348,53.7,68,0,0,0,0,0,0,72387.6,10.7,3651.6
6576,Product_9,M,301.4,310.5,1451,45.3,183,0,0,0,0,0,0,65730.3,9.1,8289.9
4677,Product_7,L,303.4,311.5,1879,21.3,78,0,0,0,0,0,0,40022.7,8.1,1661.4
8248,Product_4,L,299,310.4,1713,28,116,0,0,0,0,0,0,47964,11.4,3248
1927,Product_8,L,298,307.7,1606,30.8,17,0,0,0,0,0,0,49464.8,9.7,523.6
4589,Product_3,L,302.8,311,1564,38.5,85,0,0,0,0,0,0,60214,8.2,3272.5
9811,Product_2,L,298.1,309,1502,40.9,153,0,0,0,0,0,0,61431.8,10.9,6257.7
5821,Product_7,L,301.3,311.1,1723,27.6,210,0,0,0,0,0,0,47554.8,9.8,5796
5024,Product_10,M,304,313,1575,34.5,92,0,0,0,0,0,0,54337.5,9,3174
5031,Product_9,M,303.9,313.1,1437,48.3,110,0,0,0,0,0,0,69407.1,9.2,5313
2681,Product_10,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0,44471.1,9.7,433.6
3637,Product_1,L,302.2,311.4,1449,46.5,60,0,0,0,0,0,0,67378.5,9.2,2790
8130,Product_5,L,300,311.3,1520,39.2,43,0,0,0,0,0,0,59584,11.3,1685.6
6547,Product_3,M,301.4,310.8,1530,39.9,107,0,0,0,0,0,0,61047,9.4,4269.3
8793,Product_8,L,297.4,308.5,1418,51.2,52,0,0,0,0,0,0,72601.6,11.1,2662.4
9039,Product_4,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,35134.2,11,730.1
8318,Product_4,L,298.7,309.7,1667,30.4,92,0,0,0,0,0,0,50676.8,11,2796.8
6431,Product_10,L,300.3,309.8,1523,39.2,24,0,0,0,0,0,0,59701.6,9.5,940.8
882,Product_8,L,295.7,306.2,1464,46.2,92,0,0,0,0,0,0,67636.8,10.5,4250.4
9460,Product_2,L,298.4,309.1,1579,36.1,123,0,0,0,0,0,0,57001.9,10.7,4440.3
5575,Product_1,L,302.4,312,1305,49.1,16,0,0,0,0,0,0,64075.5,9.6,785.6
1346,Product_4,L,298.5,310,1804,26.1,22,0,0,0,0,0,0,47084.4,11.5,574.2
4251,Product_3,L,302.6,311,1660,38,99,0,0,0,0,0,0,63080,8.4,3762
1242,Product_2,M,297.1,308.5,1621,32.4,194,0,0,0,0,0,0,52520.4,11.4,6285.6
505,Product_8,M,297.6,309.3,1529,41.9,3,0,0,0,0,0,0,64065.1,11.7,125.7
1814,Product_6,L,298.1,307.7,1479,45,136,0,0,0,0,0,0,66555,9.6,6120
3230,Product_1,L,300.6,309.4,1442,43.2,96,0,0,0,0,0,0,62294.4,8.8,4147.2
5700,Product_7,L,302.4,311.9,1867,25.9,121,0,0,0,0,0,0,48355.3,9.5,3133.9
3755,Product_3,L,302.3,311,1442,43.7,152,0,0,0,0,0,0,63015.4,8.7,6642.4
7449,Product_5,L,300.3,311.8,1488,38.4,51,0,0,0,0,0,0,57139.2,11.5,1958.4
657,Product_2,M,297.7,309.1,1732,28.1,167,0,0,0,0,0,0,48669.2,11.4,4692.7
7188,Product_1,L,300.4,310.5,1402,54.3,44,0,0,0,0,0,0,76128.6,10.1,2389.2
2182,Product_8,H,299.5,309.1,1548,44.3,40,0,0,0,0,0,0,68576.4,9.6,1772
6818,Product_9,M,301,310.7,1493,48.1,145,0,0,0,0,0,0,71813.3,9.7,6974.5
4271,Product_9,L,302.6,310.9,1331,52,154,1,0,1,0,0,0,69212,8.3,8008
4308,Product_1,L,301.4,309.9,1259,63.9,20,1,0,1,0,0,0,80450.1,8.5,1278
2446,Product_1,H,299.2,308.7,1375,55.1,78,0,0,0,0,0,0,75762.5,9.5,4297.8
6371,Product_1,L,300.1,309.6,1321,46.9,75,0,0,0,0,0,0,61954.9,9.5,3517.5
1332,Product_2,H,298.9,310.2,1771,26.8,216,0,0,0,0,0,0,47462.8,11.3,5788.8
7577,Product_5,M,300.3,311.1,1477,44.2,166,0,0,0,0,0,0,65283.4,10.8,7337.2
6239,Product_9,L,301.3,310.8,1390,57.4,164,0,0,0,0,0,0,79786,9.5,9413.6
2257,Product_8,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0,56730.9,9.2,1219.2
619,Product_8,H,298.2,310,1433,44.2,68,0,0,0,0,0,0,63338.6,11.8,3005.6
1010,Product_8,M,296.2,307.2,1385,44,5,0,0,0,0,0,0,60940,11,220
1880,Product_2,M,298.2,307.7,1608,33.8,106,0,0,0,0,0,0,54350.4,9.5,3582.8
6523,Product_1,L,301.1,310.1,1489,45.8,42,0,0,0,0,0,0,68196.2,9,1923.6
1380,Product_5,L,298.7,310.1,1620,34.8,112,0,0,0,0,0,0,56376,11.4,3897.6
4968,Product_9,L,303.9,312.6,1426,53.4,172,0,0,0,0,0,0,76148.4,8.7,9184.8
5424,Product_10,L,302.6,312.3,1647,31.8,52,0,0,0,0,0,0,52374.6,9.7,1653.6
6228,Product_3,L,301.2,310.8,1479,38.2,139,0,0,0,0,0,0,56497.8,9.6,5309.8
307,Product_6,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,64715.4,10.6,7065
7289,Product_4,M,300.2,310.6,1983,20.8,83,0,0,0,0,0,0,41246.4,10.4,1726.4
8501,Product_2,L,298.3,309.5,1711,30.3,148,0,0,0,0,0,0,51843.3,11.2,4484.4
9982,Product_6,L,298.7,308.5,1353,47,190,0,0,0,0,0,0,63591,9.8,8930
9055,Product_8,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,58102.2,11.1,3323.4
7175,Product_1,L,300.2,310.2,1530,48.5,15,0,0,0,0,0,0,74205,10,727.5
381,Product_4,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,32819.2,10.8,1625.6
5296,Product_9,L,303.8,313.2,1336,47.8,176,0,0,0,0,0,0,63860.8,9.4,8412.8
7340,Product_10,L,299.8,310.4,1579,36.4,0,0,0,0,0,0,0,57475.6,10.6,0
6280,Product_1,L,301.3,310.8,1432,54.4,51,0,0,0,0,0,0,77900.8,9.5,2774.4
6573,Product_9,L,301.4,310.7,1428,53.7,176,0,0,0,0,0,0,76683.6,9.3,9451.2
6209,Product_1,M,300.7,310.6,1418,46.3,84,0,0,0,0,0,0,65653.4,9.9,3889.2
6181,Product_1,L,301,310.9,1492,44.6,15,0,0,0,0,0,0,66543.2,9.9,669
4393,Product_1,L,302.2,310.1,1458,45.1,15,0,0,0,0,0,0,65755.8,7.9,676.5
9651,Product_5,M,299.1,310,1437,41.1,192,0,0,0,0,0,0,59060.7,10.9,7891.2
6631,Product_1,M,301.6,310.5,1414,49.3,106,0,0,0,0,0,0,69710.2,8.9,5225.8
1617,Product_8,H,297.8,307.8,1662,30.7,48,0,0,0,0,0,0,51023.4,10,1473.6
8310,Product_8,M,298.7,310,1459,40.2,69,0,0,0,0,0,0,58651.8,11.3,2773.8
4755,Product_1,M,303.3,311.5,1384,54.8,48,0,0,0,0,0,0,75843.2,8.2,2630.4
7288,Product_10,M,300.2,310.4,1530,35.7,80,0,0,0,0,0,0,54621,10.2,2856
8894,Product_6,L,297.5,308.7,1371,46.5,121,0,0,0,0,0,0,63751.5,11.2,5626.5
314,Product_6,L,298,308.6,1313,50.8,170,0,0,0,0,0,0,66700.4,10.6,8636
8372,Product_4,L,298.7,309.7,1881,21.7,29,0,0,0,0,0,0,40817.7,11,629.3
4430,Product_3,M,302.3,310.1,1731,33.4,112,0,0,0,0,0,0,57815.4,7.8,3740.8
6122,Product_5,L,300.9,311.1,1457,37.4,96,0,0,0,0,0,0,54491.8,10.2,3590.4
5535,Product_3,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,55427.4,9.4,4229.4
